29423	上海
30515	云南
30495	内蒙古
29400	北京
30497	吉林
30508	四川
29428	天津
30507	宁夏
30509	安徽
30501	山东
30502	山西
30517	广东
30518	广西
30506	新疆
30511	江苏
30512	江西
30499	河北
30500	河南
30510	浙江
30520	海南
30513	湖北
30514	湖南
30505	甘肃
30519	福建
27009	西藏
30516	贵州
30498	辽宁
29404	重庆
30503	陕西
30504	青海
30496	黑龙江
